target,panel,energy,genes_z3,cells
NOSTRIN,False,7.27068,28,333
NOTO,False,9.51731,15,232
NOTUM,False,11.3486,20,212
NPAS1,False,9.42849,10,240
NPAS2,False,13.0033,18,183
NPAS3,False,15.9489,12,140
NPAS4,False,15.0655,17,169
NPAT,False,189.096,119,16
NPB,False,5.39668,25,432
NPC1,False,50.3277,119,103
NPC2,False,23.107,50,108
NPEPPS,False,10.7461,100,372
NPHP4,False,9.96932,29,235
NPL,False,14.4647,24,160
NPLOC4,False,39.7316,68,74
NPM1,False,29.1793,34,92
NPM3,False,16.3196,29,154
NPRL2,False,30.9544,135,122
NPRL3,False,12.5985,48,200
NPTN,False,13.8351,30,183
NPW,False,99.359,20,28
NQO1,False,6.42807,12,345
NQO2,False,19.4302,18,134
NR0B1,False,14.2911,25,167
NR1D1,False,8.85803,17,243
NR1D2,False,22.2147,14,103
NR1H2,False,10.6215,20,223
NR1H3,False,14.9313,50,190
NR1H4,False,13.1696,21,168
NR1I2,False,15.9174,22,133
NR1I3,False,25.2323,20,95
NR2C1,False,25.4231,42,117
NR2C2,False,21.318,70,200
NR2C2AP,False,18.2022,55,177
NR2E1,False,131.751,129,34
NR2E3,False,6.9766,14,317
NR2F1,False,21.6067,21,119
NR2F2,False,37.212,158,127
NR2F6,False,7.901,24,297
NR3C1,False,14.0519,31,160
NR3C2,False,23.1276,22,103
NR4A1,False,14.8183,25,152
NR4A2,False,8.74329,13,220
NR4A3,False,10.5556,24,224
NR5A1,False,7.91409,20,290
NR5A2,False,7.78833,19,271
NR6A1,False,30.3493,28,70
NRARP,False,9.69375,23,215
NRAS,False,11.7653,43,235
NRBF2,False,67.8559,11,30
NRBP1,False,87.2857,353,92
NRDE2,False,47.761,412,172
NRF1,False,74.1738,287,111
NRGN,False,21.2664,71,143
NRIP1,False,11.4306,24,235
NRIP3,False,8.8485,13,231
NRL,False,8.59742,37,326
NRM,False,28.9366,67,116
NRROS,False,18.8981,27,110
NRSN2,False,11.0245,21,208
NRTN,False,19.966,21,107
NSA2,False,23.3117,210,187
NSD1,False,29.17,125,182
NSD2,False,16.4823,90,228
NSD3,False,6.94613,41,348
NSDHL,False,14.476,30,201
NSF,False,5.73201,31,430
NSFL1C,False,12.7734,43,204
NSL1,False,32.3891,99,118
NSMAF,False,8.19466,18,292
NSMCE1,False,18.1478,35,147
NSMCE2,False,6.98159,33,332
NSMCE4A,False,17.1396,79,177
NSMF,False,2.9222,18,763
NSRP1,False,22.4288,34,149
NSUN2,False,7.90084,18,264
NSUN4,False,14.0999,120,312
NSUN5,False,23.1827,58,116
NSUN6,False,24.1773,41,116
NT5C,False,7.75984,32,303
NT5C2,False,16.4622,35,174
NT5C3A,False,13.3954,23,170
NT5C3B,False,7.86644,22,307
NT5DC1,True,10.7013,22,207
NT5DC2,False,10.909,20,190
NT5DC3,False,22.8659,17,97
NT5M,False,15.9416,38,154
NTAN1,False,9.71074,29,256
NTHL1,False,11.4671,67,279
NTMT1,False,18.6513,18,126
NTPCR,False,22.6725,32,118
NTRK1,False,18.7794,26,124
NUB1,False,34.1867,286,315
NUBP1,False,30.642,305,229
NUBP2,False,7.0293,40,405
NUBPL,False,33.6127,20,74
NUCB1,False,26.9793,29,90
NUCB2,False,13.1084,30,190
NUCKS1,False,13.7157,22,165
NUDC,False,121.968,329,70
NUDCD1,False,28.6338,101,132
NUDCD2,False,14.534,22,216
NUDCD3,False,90.4873,474,138
NUDT1,False,10.7781,24,229
NUDT12,False,26.0655,34,100
NUDT14,False,11.5957,37,272
NUDT15,False,48.7026,288,180
NUDT16,False,17.9458,21,127
NUDT16L1,False,13.7512,32,262
NUDT19,False,14.7913,13,158
NUDT2,False,13.2038,56,216
NUDT21,False,289.28,805,57
NUDT22,False,16.9346,52,254
NUDT3,False,53.0155,38,52
NUDT4,False,16.3847,30,161
NUDT5,False,24.8063,41,138
NUDT6,False,8.67491,18,330
NUDT8,False,16.7903,21,153
NUDT9,False,13.1358,19,184
NUF2,False,8.91623,57,312
NUFIP1,False,45.855,173,100
NUFIP2,False,11.5817,53,245
NUMA1,False,28.0755,452,368
NUMB,False,11.3313,32,224
NUMBL,False,20.0022,27,121
NUP107,False,18.2676,61,176
NUP133,False,44.022,122,99
NUP153,False,16.833,105,215
NUP155,False,115.837,21,15
NUP160,False,16.7255,36,157
NUP188,False,13.3075,106,274
NUP205,False,3.05665,44,774
NUP210,False,9.49021,26,271
NUP214,False,10.9969,106,363
NUP35,False,20.3844,77,166
NUP37,True,19.0271,27,135
NUP42,False,19.5466,39,120
NUP43,False,37.7104,80,86
NUP50,False,14.3009,34,184
NUP54,False,85.9893,757,188
NUP62,False,191.202,413,40
NUP62CL,False,12.2196,16,166
NUP85,False,67.5852,65,52
NUP88,False,131.132,145,34
NUP93,False,17.0525,18,155
NUP98,False,6.71753,31,346
NUS1,False,8.32499,29,276
NUSAP1,False,10.5338,20,206
NUTF2,False,44.9514,13,54
NVL,False,72.3962,672,149
NXF1,False,3.53632,26,652
NXT1,False,23.391,122,168
NXT2,False,13.5219,17,178
OAF,False,7.6476,15,284
OARD1,False,13.962,23,167
OAT,False,13.288,18,177
OAZ1,False,15.6014,16,152
OAZ2,False,14.0077,22,193
OBI1,False,16.8207,24,138
OBSL1,False,7.91423,46,386
OCEL1,False,17.1118,26,132
OCIAD1,False,9.66281,17,254
ODC1,False,11.8051,23,211
ODF2,False,11.2976,23,221
ODF2L,False,14.2207,26,174
ODR4,False,12.1959,23,188
OFD1,False,14.7841,18,162
OGA,False,27.312,55,112
OGDH,False,230.209,48,4
OGFOD1,False,108.128,788,162
OGFOD2,False,16.9461,38,152
OGFOD3,False,16.5954,29,163
OGFR,False,11.3438,25,200
OGG1,False,12.6949,25,231
OGT,False,151.176,255,38
OIP5,False,11.6745,50,264
OLA1,False,7.87721,40,316
OLFML3,False,5.52997,43,468
OLIG1,False,22.9298,50,120
OLIG2,False,15.1507,27,155
OLIG3,False,10.2733,51,273
OMA1,False,15.3267,11,137
ONECUT1,False,27.4112,25,93
ONECUT2,False,9.95369,19,232
ONECUT3,False,32.2063,23,79
OPA1,False,22.36,106,164
OPA3,False,14.6199,18,159
OPLAH,False,6.21569,13,349
OPN3,False,12.9808,29,208
OR1D2,False,8.73242,24,263
OR1E2,False,26.3977,19,87
OR2A1,False,6.23858,19,366
OR2T29,False,8.73258,17,253
OR2T5,False,7.98238,13,280
OR4F4,False,17.5116,15,121
OR4K1,False,37.6122,20,65
OR4N2,False,7.88671,15,310
OR51B4,False,16.9055,24,141
OR51B5,False,17.6632,28,152
OR7A10,False,25.3775,38,116
OR7A17,False,10.8567,18,202
ORAI1,False,11.6024,32,211
ORAI2,False,10.8501,28,237
ORAI3,False,17.0237,23,150
ORC1,False,13.6629,191,362
ORC2,False,31.9426,52,93
ORC3,False,9.68479,59,315
ORC4,False,30.3436,112,115
ORC5,False,53.134,251,116
ORC6,False,28.9931,159,144
ORMDL1,False,9.39064,22,236
ORMDL2,False,9.74459,27,234
ORMDL3,False,9.25424,24,250
OS9,False,10.3519,18,220
OSBP,False,12.2508,34,191
OSBP2,False,7.81321,19,299
OSBPL11,False,26.8187,16,90
OSBPL2,False,9.35425,27,261
OSBPL3,False,13.9195,41,166
OSBPL5,False,8.75092,17,280
OSBPL6,False,17.0338,9,119
OSBPL8,False,11.1511,20,204
OSBPL9,False,25.5939,11,89
OSER1,False,9.39464,19,222
OSGEP,False,26.3685,48,123
OSGIN2,False,13.222,40,234
OSR1,False,43.6468,45,70
OSR2,False,20.2135,14,109
OST4,False,18.2453,36,149
OSTC,False,5.40419,45,514
OSTF1,False,20.6251,24,127
OSTM1,False,17.8696,21,131
OTOP1,False,8.06142,17,272
OTP,False,18.9231,23,119
OTUB1,False,10.6747,40,240
OTUD4,False,16.064,25,192
OTUD5,False,18.0728,49,150
OTUD6B,False,11.1099,53,254
OTUD7B,False,19.2232,113,225
OTX1,False,9.25911,48,303
OTX2,False,25.1174,35,105
OVCA2,False,9.93123,13,223
OVOL1,False,13.5423,41,212
OVOL2,False,13.1761,26,184
OVOL3,False,15.6152,42,162
OXA1L,False,77.1945,761,246
OXCT1,False,18.3861,104,334
OXLD1,False,11.1286,19,226
OXNAD1,False,7.63458,30,316
OXR1,False,11.0823,52,244
OXSM,False,27.9827,24,77
OXSR1,False,31.1301,31,95
P2RX1,False,15.841,24,139
P2RX4,False,10.9415,24,182
P2RX5,False,13.8481,23,175
P2RY1,False,74.9171,32,27
P4HA1,False,16.8876,24,151
P4HA2,False,12.1969,29,192
P4HB,False,10.8023,29,215
PA2G4,False,17.0632,74,222
PAAF1,False,22.6123,18,94
PABPC1,False,82.8959,35,31
PABPC1L,False,9.2589,16,223
PABPC4,False,39.1653,155,132
PABPN1,False,47.2554,328,162
PACC1,False,9.72692,21,221
PACRGL,False,35.7214,15,70
PACS1,False,6.99904,33,334
PACS2,False,27.5097,138,189
PACSIN2,False,11.2237,26,197
PACSIN3,False,11.114,18,193
PAF1,False,43.6813,53,88
PAFAH1B1,False,20.0105,59,153
PAFAH1B2,False,8.05573,24,294
PAFAH1B3,False,23.0147,36,143
PAGE1,False,7.9363,27,342
PAGE2B,False,10.2726,24,215
PAGE5,False,21.9681,29,108
PAGR1,False,9.69636,34,233
PAICS,False,31.7948,154,147
PAIP1,False,9.51068,24,251
PAIP2,False,7.17284,20,311
PAK1,False,33.3488,100,137
PAK1IP1,False,78.9694,81,44
PAK2,False,55.01,18,47
PAK4,False,22.3305,19,101
PALB2,False,10.1556,24,222
PALM,False,13.0304,31,165
PALM3,False,13.1514,16,170
PAM,False,7.64534,25,336
PAM16,False,149.73,518,90
PAN2,True,18.2125,108,215
PAN3,False,12.5336,48,243
PANK2,False,7.62462,26,311
PANK3,False,16.0773,13,152
PANK4,False,7.38921,29,324
PANX1,False,13.0075,29,169
PAPOLA,True,79.7313,94,48
PAPOLG,False,7.40907,38,358
PAPSS1,False,18.0466,46,186
PAQR3,False,17.3935,23,135
PAQR4,False,25.3641,28,96
PAQR8,False,12.7386,15,177
PARD3,False,10.8653,18,202
PARD6B,False,15.846,45,210
PARG,False,23.6659,41,113
PARK7,False,190.994,27,8
PARL,False,17.3654,30,157
PARN,False,9.44144,61,308
PARP1,False,12.2387,65,261
PARP12,False,31.9064,53,111
PARP14,False,10.6357,21,199
PARP2,False,4.63617,26,506
PARP4,False,14.2399,18,157
PARP6,False,11.7963,19,181
PARPBP,False,19.099,19,136
PARS2,False,27.2327,61,111
PARVB,False,14.2117,22,171
PASD1,False,21.1261,36,119
PASK,False,34.1981,33,85
PATL1,True,32.2815,85,112
PATZ1,False,4.73375,26,519
PAX1,False,42.1226,39,58
PAX2,False,17.4732,52,172
PAX3,False,7.52549,32,337
PAX4,False,6.86223,24,320
PAX5,False,10.6666,41,222
PAX6,False,8.15107,33,285
PAX7,False,25.0648,52,104
PAX8,False,20.1462,21,119
PAX9,False,22.2242,23,98
PAXBP1,False,44.3519,351,158
PAXIP1,False,23.8273,99,128
PAXX,False,7.21953,27,343
PBDC1,False,13.3633,26,172
PBK,False,16.6853,32,145
PBRM1,False,28.0838,125,154
PBX1,False,8.94718,22,285
PBX2,False,98.8214,62,36
PBX3,False,14.6224,26,174
PBX4,False,16.0637,14,145
PBXIP1,False,21.0461,22,105
PC,False,4.77344,29,480
PCBD1,False,13.6796,27,183
PCBD2,False,15.2693,20,146
PCBP1,False,42.2603,203,152
PCBP2,False,8.15436,117,486
PCBP4,False,15.8426,54,209
PCCA,False,8.67578,30,286
PCCB,False,4.79372,25,443
PCED1A,False,160.592,26,12
PCF11,False,12.7782,123,351
PCGF1,True,17.7466,117,260
PCGF2,False,9.6577,26,239
PCGF3,False,24.23,85,159
PCGF5,False,6.70298,26,325
PCGF6,True,13.1663,28,179
PCID2,False,6.98239,66,456
PCIF1,False,16.9004,40,148
PCK2,False,14.8818,87,237
PCLAF,False,17.84,20,134
PCM1,False,25.3046,130,212
PCMT1,False,15.051,35,177
PCMTD1,False,14.3448,23,185
PCMTD2,False,12.4449,26,184
PCNA,False,51.704,96,65
PCNP,False,9.82756,51,276
PCNT,False,19.3272,21,142
PCNX3,False,39.2061,242,198
PCNX4,False,9.27005,19,242
PCOLCE,False,10.3489,24,250
PCOLCE2,False,12.704,17,179
PCSK6,False,7.63326,16,275
PCSK7,False,8.69127,14,255
PCSK9,False,12.9124,19,178
PCTP,False,9.46996,32,272
PCYOX1,False,29.4028,20,81
PCYT1A,False,32.4448,79,103
PCYT2,False,21.3643,63,167
PDAP1,False,45.6894,113,86
PDCD10,False,9.69033,51,325
PDCD11,False,333.52,815,26
PDCD2,False,32.0236,135,127
PDCD2L,False,24.8144,25,101
PDCD4,True,12.273,30,190
PDCD5,False,6.66902,72,527
PDCD6,False,5.22959,27,421
PDCD6IP,False,3.86258,17,597
PDCD7,False,24.4318,45,115
PDCL,False,33.9158,39,85
PDCL3,False,11.8314,31,206
PDE12,False,20.4318,49,140
PDE3B,False,14.0909,79,252
PDE4A,False,7.38213,20,299
PDE4DIP,False,6.97514,19,288
PDE6D,True,8.31904,29,311
PDE7A,False,8.92125,15,252
PDE8A,False,9.47347,85,432
PDF,False,12.5139,19,181
PDGFA,False,28.5414,22,83
PDHA1,False,11.2355,63,317
PDHB,False,25.3935,61,158
PDHX,False,7.23216,21,368
PDIA3,False,18.2634,21,120
PDIA4,False,20.6029,27,127
PDIA5,False,7.71813,31,318
PDIA6,False,81.5034,162,57
PDIK1L,False,30.643,38,82
PDK1,True,31.4755,29,69
PDK2,False,18.6242,37,161
PDLIM1,False,17.9414,63,230
PDLIM2,False,7.56937,21,285
PDLIM4,False,33.6434,105,114
PDLIM5,False,27.3005,77,111
PDLIM7,False,9.29253,43,270
PDP2,False,11.5583,24,235
PDPK1,False,29.419,43,140
PDPR,False,14.5486,21,160
PDRG1,False,28.3218,262,212
PDS5A,False,15.7325,36,146
PDS5B,False,16.3036,59,187
PDSS1,False,16.192,19,130
PDSS2,False,15.9473,60,201
PDX1,False,8.17554,23,292
PDXDC1,False,36.9988,26,60
PDXK,False,18.774,74,240
PDXP,False,14.521,15,154
PDZD11,False,18.7548,29,137
PDZD8,False,21.6303,38,122
PEA15,False,13.7696,27,185
PEAK1,False,14.6908,29,258
PEBP1,False,14.7031,20,145
PECR,False,7.17249,18,290
PEF1,False,19.7535,18,118
PEG3,False,29.858,29,82
PELI1,False,8.19324,13,260
PELO,False,9.17285,108,466
PELP1,False,116.423,376,59
PEMT,False,14.2185,43,205
PEPD,False,10.9623,45,224
PER3,False,6.03574,11,361
PES1,False,152.749,645,50
PET100,False,48.031,50,70
PET117,False,21.3445,187,182
PEX1,False,39.2546,101,99
PEX10,False,11.9936,20,214
PEX11B,False,25.5011,22,93
PEX13,False,33.3018,36,98
PEX14,False,24.7746,77,131
PEX16,False,18.0596,41,148
PEX19,False,10.3129,109,421
PEX2,False,22.1454,39,130
PEX26,False,25.8067,21,84
PEX3,False,20.551,50,146
PEX5,False,12.6312,30,221
PEX6,False,12.1867,38,224
PEX7,False,42.243,26,55
PFAS,False,44.5301,75,75
PFDN1,False,19.4591,30,126
PFDN2,False,125.976,547,95
PFDN4,False,21.819,30,125
PFDN5,False,11.9345,33,241
PFDN6,False,12.8607,44,211
PFKFB2,False,39.9886,22,62
PFKFB4,False,5.9407,26,402
PFKL,False,4.96837,29,484
PFKM,False,6.08021,17,353
PFKP,False,15.6735,21,142
PFN1,False,25.1993,308,234
PGAM1,False,32.3066,449,296
PGAM5,False,29.7858,144,174
PGAP2,False,8.4953,27,271
PGBD1,False,12.7213,30,179
PGBD2,False,22.2643,20,112
PGD,False,43.4527,396,211
PGGT1B,False,27.214,19,81
PGK1,False,42.2007,158,103
PGLS,True,12.0544,21,231
PGM2,False,79.6345,49,38
PGM2L1,False,13.0408,19,173
PGM3,False,17.3228,30,151
PGP,False,10.5793,30,240
PGPEP1,False,38.5111,76,77
PGR,False,17.9517,18,144
PGRMC1,False,12.6932,51,217
PGRMC2,False,13.7127,21,189
PGS1,False,34.9051,341,229
PHACTR1,False,5.42621,14,379
PHACTR2,False,21.7341,76,165
PHACTR4,False,15.3475,26,170
PHAX,False,8.08114,81,404
PHB,False,98.9223,442,112
PHB2,False,45.5727,327,224
PHC2,False,10.8004,8,200
PHC3,False,8.42661,16,246
PHF1,False,17.397,118,232
PHF10,False,53.1607,232,146
PHF12,False,16.6162,163,330
PHF13,False,12.1678,31,219
PHF14,False,18.0874,38,161
PHF19,True,104.247,24,18
PHF2,False,9.30722,24,274
PHF20,False,18.471,53,197
PHF20L1,False,44.4386,35,57
PHF21A,False,48.9866,41,61
PHF23,True,20.1389,125,261
PHF3,False,58.3131,112,57
PHF5A,False,61.8699,307,122
PHF6,False,34.5396,19,72
PHF7,False,7.51556,20,279
PHF8,True,17.1556,51,188
PHGDH,False,16.5892,21,144
PHIP,False,9.37328,27,255
PHKA2,False,8.45718,26,249
PHKB,False,9.61683,29,309
PHKG1,False,23.6872,38,131
PHKG2,False,9.22544,12,251
PHLDA2,False,18.8942,9,112
PHLDB1,False,10.3157,18,212
PHLDB3,False,56.2527,25,42
PHOSPHO2,False,16.3003,19,151
PHOX2A,False,10.4604,29,270
PHOX2B,False,79.8627,26,33
PHPT1,False,12.1344,30,199
PHRF1,False,10.6201,21,225
PHTF1,False,53.9973,79,61
PHTF2,False,10.7054,30,227
PHYH,False,47.8028,20,52
PHYHD1,False,10.5138,26,213
PHYKPL,False,10.4686,29,231
PI4K2A,False,13.2833,18,143
PI4K2B,False,15.9368,21,137
PI4KA,False,10.9745,75,283
PI4KB,True,39.4759,14,63
PIAS1,False,20.4041,168,319
PIAS2,False,8.98162,30,266
PIAS3,False,10.774,28,228
PIAS4,False,37.7807,159,130
PIBF1,False,73.8873,130,68
PICALM,False,24.8965,24,95
PICK1,False,31.9076,13,75
PIEZO1,False,24.7211,63,130
PIF1,False,5.00867,27,570
PIGA,False,23.762,19,101
PIGB,False,18.9722,22,127
PIGC,False,53.1427,20,49
PIGF,False,16.905,35,152
PIGG,False,15.4703,48,194
PIGH,False,10.0991,25,252
PIGK,False,15.7422,22,163
PIGL,False,10.2653,13,204
PIGM,False,10.9547,14,228
PIGN,False,9.16536,14,247
PIGO,False,13.2649,27,177
PIGP,False,12.9929,66,259
PIGQ,False,19.2489,31,130
PIGS,False,18.2186,18,138
PIGT,False,7.29021,27,345
PIGU,False,19.4603,38,136
PIGV,False,10.441,17,215
PIGW,False,19.6289,32,141
PIGX,False,19.7553,15,113
PIH1D1,False,15.1223,48,203
PIK3C2A,False,103.318,26,17
PIK3C3,False,10.4653,35,242
PIK3CA,False,19.7096,38,134
PIK3CB,False,20.0739,15,126
PIK3CD,False,28.7073,35,89
PIK3CG,False,12.9762,18,172
PIK3R1,False,11.805,25,233
PIK3R2,False,7.07282,21,336
PIK3R4,False,17.1892,20,142
PIKFYVE,False,19.1512,94,232
PILRB,False,29.3462,14,77
PIM1,False,16.317,34,171
PIM2,True,10.8063,16,216
PIM3,False,27.1721,20,92
PIN1,True,63.7914,18,37
PIN4,False,32.9263,17,83
PINK1,True,2.2794,47,1745
PINX1,False,17.2508,45,208
PIP4K2A,False,14.3257,24,194
PIP4K2B,False,9.70649,26,245
PIP4K2C,False,35.9676,258,164
PIP4P1,False,24.2368,30,107
PIP4P2,False,10.2699,57,339
PIP5K1A,False,46.6534,10,55
PIP5K1C,False,7.96412,29,324
PIR,False,6.78834,22,306
PISD,False,17.6053,30,130
PITHD1,False,46.7595,15,47
PITPNA,False,12.0638,30,186
PITPNB,False,14.5057,23,140
PITPNC1,False,70.8092,76,55
PITPNM1,False,11.5598,21,235
PITRM1,False,32.928,123,130
PITX1,False,10.724,27,218
PITX2,False,5.67403,30,393
PITX3,False,12.2728,23,209
PIWIL4,False,18.6194,28,132
PJA2,False,19.6617,38,130
PKIB,False,7.8496,39,316
PKIG,False,7.16101,22,335
PKLR,False,11.6513,31,209
PKM,False,6.55901,28,357
PKMYT1,False,21.1729,37,148
PKN1,False,4.79457,35,585
PKN2,False,27.0951,24,93
PKN3,True,21.5313,84,197
PKNOX1,False,11.698,50,257
PKNOX2,False,22.5334,24,118
PKP3,False,7.88843,28,382
PKP4,False,12.8296,34,192
PLA2G10,False,7.42002,38,358
PLA2G12A,False,61.7285,20,37
PLA2G15,False,17.0854,26,170
PLA2G6,False,15.7978,20,155
PLAA,False,9.53426,40,260
PLAG1,False,10.747,36,206
PLAGL1,False,7.27971,33,328
PLAGL2,True,10.1693,49,278
PLAUR,False,27.2952,17,92
PLBD1,False,66.8913,31,37
PLBD2,False,10.0978,26,228
PLCB1,False,10.9323,10,191
PLCB3,False,24.603,22,98
PLCB4,False,12.6781,23,202
PLCD1,False,17.3221,27,119
PLCD3,False,10.1236,32,316
PLCG1,True,11.626,25,213
PLCL2,False,61.886,50,40
PLCXD1,False,11.539,23,193
PLD1,False,7.67505,16,255
PLD3,False,6.51917,58,517
PLD6,False,16.9218,28,150
PLEC,False,5.55128,28,398
PLEKHA1,False,23.4588,22,92
PLEKHA2,False,10.7191,39,229
PLEKHA3,False,9.38431,12,219
PLEKHA4,False,11.6708,28,203
PLEKHA5,False,30.9107,106,166
PLEKHA8,False,15.2262,84,257
PLEKHB2,False,18.3026,24,131
PLEKHF1,False,16.3671,27,142
PLEKHF2,False,19.5253,36,137
PLEKHG2,False,19.9738,15,149
PLEKHG4,False,10.807,33,257
PLEKHH3,False,7.39017,37,384
PLEKHJ1,False,119.589,62,23
PLEKHM2,False,9.06429,17,241
PLEKHN1,False,9.09256,20,248
PLEKHO1,False,8.96601,25,277
PLIN2,False,8.93164,23,254
PLIN3,False,13.5727,17,171
PLK1,False,77.1434,22,29
PLK3,False,19.7644,32,120
PLK4,False,70.0337,34,43
PLOD1,False,16.3621,57,179
PLOD2,False,11.608,29,188
PLOD3,False,11.4529,70,354
PLP2,False,12.7047,21,178
PLPBP,False,11.8311,18,194
PLRG1,False,39.3406,22,49
PLS1,False,8.17403,28,282
PLSCR1,False,12.5342,14,185
PLSCR3,False,16.1216,14,136
PLTP,False,11.7951,21,214
PLXNA1,False,10.5516,18,215
PLXNB1,False,29.4246,16,79
PLXNB2,False,9.18366,20,231
PLXND1,False,5.56146,21,392
PMAIP1,False,7.37618,34,373
PMF1,False,73.7371,235,85
PML,False,15.4511,33,162
PMM1,False,10.6621,27,218
PMM2,False,11.8146,30,224
PMP22,False,9.29847,26,248
PMPCA,False,47.2867,337,179
PMPCB,False,40.1376,680,417
PMS1,False,26.0424,20,98
PMS2,False,17.88,17,139
PMVK,False,13.264,51,203
PNISR,False,19.7189,237,314
PNKD,False,16.945,32,199
PNKP,False,7.78427,74,373
PNMA1,False,11.4474,17,212
PNMA8A,False,17.2769,15,141
PNMT,False,11.4882,18,210
PNN,False,35.8122,75,86
PNO1,False,135.034,571,63
PNP,True,7.76035,20,270
PNPLA2,False,9.68739,21,222
PNPLA4,False,8.22452,25,281
PNPLA6,False,9.91307,19,213
PNPLA8,False,13.3746,11,163
PNPO,False,25.8842,19,106
PNPT1,False,58.4087,321,153
PNRC1,False,7.19495,20,337
PNRC2,False,20.6098,14,101
POC1A,False,10.0171,27,233
POC1B,False,15.2034,28,166
POC5,False,15.2651,25,152
PODXL2,False,15.9878,20,155
POFUT1,False,19.8251,16,111
POFUT2,False,12.5156,33,230
POGK,False,20.9839,65,184
POGLUT1,False,9.81732,19,212
POGLUT2,False,61.0485,18,43
POGLUT3,False,62.2695,402,165
POGZ,False,39.9953,29,71
POLA1,False,17.6684,91,170
POLA2,False,34.7543,209,138
POLB,False,30.5134,28,74
POLD1,False,84.6259,509,112
POLD2,False,66.6713,284,83
POLD3,False,104.675,475,85
POLD4,True,8.52977,53,352
POLDIP2,False,34.3609,38,80
POLDIP3,False,20.177,27,128
POLE,False,30.8404,123,120
POLE2,False,21.2738,119,153
POLE3,False,22.0872,57,131
POLE4,False,26.9146,62,130
POLG,False,14.3713,87,240
POLG2,False,18.4387,191,327
POLH,False,9.57575,28,242
POLK,False,9.84603,33,260
POLL,False,67.65,163,94
POLM,False,6.8341,19,304
POLQ,False,9.27094,25,240
POLR1A,False,69.4338,526,142
POLR1B,False,238.574,1435,108
POLR1C,False,32.7041,528,292
POLR1D,False,19.7126,149,203
POLR1E,False,52.874,773,247
POLR2A,False,23.6607,226,231
POLR2B,False,37.9073,322,180
POLR2C,False,43.8255,77,86
POLR2D,False,7.06381,35,336
POLR2E,False,7.39053,56,448
POLR2F,False,25.4623,143,184
POLR2G,False,191.95,370,46
POLR2H,False,78.5218,83,47
POLR2I,False,41.8238,129,110
POLR2J3,False,10.7592,17,200
POLR2K,False,161.766,60,20
POLR2L,False,34.4585,44,77
POLR2M,False,41.176,160,111
POLR3A,False,208.922,33,13
POLR3B,False,33.7915,160,130
POLR3C,False,20.6893,115,214
POLR3D,False,16.0008,78,200
POLR3E,False,16.2406,166,367
POLR3F,False,20.9502,166,220
POLR3G,False,13.63,12,161
POLR3GL,False,16.6313,18,167
POLR3H,False,9.40006,26,259
POLR3K,False,23.4152,77,172
POLRMT,False,60.4091,558,308
POM121,False,14.8572,15,146
POM121C,False,33.2735,15,70
POMGNT1,False,10.7781,23,202
POMGNT2,False,13.5014,23,178
POMP,False,78.5245,40,29
POMT1,False,10.2188,18,214
POMT2,False,10.2122,21,270
PON2,False,42.5108,66,65
POP1,False,112.589,862,104
POP4,False,73.2344,727,149
POP5,False,109.167,443,65
POP7,False,19.1089,223,364
POPDC3,False,8.95428,21,247
POR,True,9.07046,27,260
POT1,False,101.702,30,19
POTEI,False,17.6191,50,210
POU1F1,False,15.8758,20,145
POU2AF1,False,41.5595,28,66
POU2F1,False,10.3578,33,241
POU2F2,False,14.118,48,251
POU2F3,False,6.68494,19,350
POU3F1,False,37.5338,352,316
POU3F2,False,22.7556,20,102
POU3F3,False,15.3897,27,163
POU3F4,False,15.1795,27,157
POU4F1,False,8.8304,20,252
POU4F2,False,13.302,35,180
POU4F3,False,6.76182,24,332
POU5F1,False,5.11397,18,435
POU5F1B,False,16.1237,30,158
POU5F2,False,10.5054,20,226
POU6F1,False,37.0533,7,65
POU6F2,False,15.8782,29,164
PPA1,False,100.42,914,199
PPA2,False,15.9139,25,147
PPAN,False,114.779,600,75
PPARA,False,11.6363,60,289
PPARD,False,25.1296,13,90
PPARG,False,16.2601,17,121
PPARGC1B,False,10.9697,110,340
PPAT,False,222.778,61,12
PPCDC,False,5.01782,33,492
PPCS,False,26.9793,113,165
PPDPF,False,51.8284,20,40
PPFIA1,False,10.9523,31,252
PPFIA3,False,5.26907,24,518
PPFIBP1,False,11.3535,24,219
PPHLN1,False,27.6828,68,172
PPIA,False,8.55676,22,297
PPIB,False,12.3333,22,189
PPIC,False,5.57898,19,416
PPID,False,7.93673,30,282
PPIE,False,77.9048,233,64
PPIF,True,10.4538,53,256
PPIG,False,20.3826,21,112
PPIH,False,36.4077,251,187
PPIL1,False,50.8329,31,55
PPIL2,False,10.8226,75,310
PPIL3,False,7.36009,12,273
PPIL4,False,65.6271,190,79
PPIP5K1,False,4.35582,29,588
PPIP5K2,True,22.8025,37,121
PPM1A,False,59.7469,22,38
PPM1B,False,11.9723,27,201
PPM1D,False,40.6834,44,78
PPM1F,False,12.6814,37,181
PPM1G,False,8.88155,27,269
PPM1H,False,33.3853,30,73
PPM1K,False,10.9507,20,218
PPM1N,False,12.7373,22,183
PPME1,False,6.31585,24,497
PPOX,False,37.2184,19,68
PPP1CA,False,6.53077,53,546
PPP1CB,False,11.8751,80,279
PPP1CC,False,13.7181,105,269
PPP1R10,False,121.477,77,21
PPP1R11,False,65.4811,269,132
PPP1R12A,False,4.23147,19,490
PPP1R12B,False,56.784,38,44
PPP1R12C,False,14.9462,27,164
