target,chunk,n_cells,in_panel,on_official_axis
KIF3B,35,1130.0,False,True
KIF3C,35,1577.0,False,True
KIF4A,35,566.0,False,True
KIF5B,35,794.0,False,True
KIF5C,35,705.0,False,True
KIF9,35,5029.0,False,True
KIFAP3,35,2237.0,False,True
KIFBP,35,965.0,False,False
KIFC1,35,2061.0,False,True
KIFC2,35,1760.0,False,True
KIFC3,35,1697.0,False,True
KIR3DL2,35,3113.0,False,True
KIRREL2,35,3069.0,False,True
KISS1R,35,2323.0,False,True
KIT,35,877.0,False,True
KIZ,35,1649.0,False,True
KLC1,35,1051.0,False,True
KLC2,35,2588.0,False,True
KLC4,35,3691.0,False,True
KLF1,35,2880.0,False,True
KLF10,35,1374.0,False,True
KLF11,35,1613.0,False,True
KLF12,35,2895.0,False,True
KLF13,35,3469.0,False,True
KLF14,35,1536.0,False,True
KLF15,35,1672.0,False,True
KLF16,35,845.0,False,True
KLF17,35,1117.0,False,True
KLF2,35,1485.0,False,True
KLF3,36,450.0,False,True
KLF4,36,725.0,False,True
KLF5,36,1994.0,False,True
KLF6,36,5087.0,False,True
KLF7,36,2514.0,False,True
KLF8,36,1814.0,False,True
KLF9,36,1345.0,False,True
KLHDC1,36,5349.0,False,True
KLHDC10,36,3895.0,False,True
KLHDC2,36,1279.0,False,True
KLHDC3,36,2050.0,False,True
KLHDC4,36,690.0,False,True
KLHDC7B,36,2071.0,False,True
KLHDC8B,36,1953.0,False,True
KLHL11,36,1471.0,False,True
KLHL12,36,868.0,False,True
KLHL15,36,2285.0,False,True
KLHL17,36,3844.0,False,True
KLHL18,36,2119.0,False,True
KLHL2,36,1127.0,False,True
KLHL20,36,1090.0,False,True
KLHL21,36,2043.0,False,True
KLHL22,36,1582.0,False,True
KLHL23,36,989.0,False,True
KLHL24,36,1567.0,False,True
KLHL25,36,1247.0,False,True
KLHL26,36,2343.0,False,True
KLHL28,36,1189.0,False,True
KLHL29,36,6606.0,False,True
KLHL3,36,800.0,False,True
KLHL31,36,3105.0,False,True
KLHL32,36,1689.0,False,True
KLHL36,36,2604.0,False,True
KLHL42,36,2619.0,False,True
KLHL5,36,481.0,False,True
KLHL6,36,4356.0,False,True
KLHL7,36,1227.0,False,True
KLHL8,36,1306.0,False,True
KLHL9,36,1496.0,False,True
KLK1,36,1930.0,False,True
KLK14,36,2601.0,False,True
KLKB1,36,1850.0,False,True
KLRB1,36,1446.0,False,True
KLRC1,36,3805.0,False,True
KLRD1,36,1135.0,False,True
KLRF1,36,1851.0,False,True
KLRG1,36,4926.0,False,True
KLRK1,36,1412.0,False,True
KMT2B,36,1769.0,False,True
KMT2C,36,3490.0,False,True
KMT2D,36,1659.0,False,True
KMT2E,36,752.0,False,True
KMT5A,36,494.0,False,True
KMT5B,36,2052.0,False,True
KMT5C,36,1430.0,False,True
KNL1,36,198.0,False,True
KNOP1,36,1987.0,False,True
KNSTRN,36,3495.0,False,True
KNTC1,36,741.0,False,True
KPNA1,36,3262.0,False,True
KPNA2,36,3363.0,False,True
KPNA3,36,1662.0,False,True
KPNA4,36,2059.0,False,True
KPNA5,36,3106.0,False,True
KPNA6,36,256.0,False,True
KPNB1,36,24.0,False,True
KPTN,36,2231.0,False,True
KRAS,36,1872.0,False,True
KRBA1,36,1196.0,False,True
KRBA2,36,2368.0,False,True
KRBOX4,36,2207.0,False,True
KRBOX5,36,2485.0,False,False
KRCC1,36,2079.0,False,True
KRI1,36,119.0,False,True
KRIT1,36,177.0,False,True
KRR1,36,141.0,False,True
KRT1,36,1540.0,False,True
KRT10,36,2106.0,False,True
KRT10-AS1,36,1248.0,False,False
KRT18,36,1885.0,False,True
KRT19,36,3001.0,False,True
KRT2,36,2535.0,False,True
KRT20,36,2516.0,False,True
KRT7,36,3954.0,False,True
KRT72,36,929.0,False,True
KRT73,36,1067.0,False,True
KRT8,36,1753.0,False,True
KRTAP16-1,36,1742.0,False,True
KRTCAP2,36,3760.0,False,True
KRTCAP3,36,2435.0,False,True
KSR1,36,1952.0,False,True
KTI12,36,1746.0,False,True
KTN1,36,1320.0,False,True
KXD1,36,1184.0,False,True
KYAT1,36,522.0,False,True
KYAT3,36,2885.0,False,True
L2HGDH,36,3139.0,False,True
L3HYPDH,36,1294.0,False,True
L3MBTL1,36,2738.0,False,True
L3MBTL2,36,4401.0,False,True
L3MBTL3,36,2138.0,False,True
L3MBTL4,36,2005.0,False,True
LACC1,36,2696.0,False,True
LACTB,36,2184.0,False,True
LACTB2,36,1825.0,False,True
LAG3,36,2285.0,False,True
LAGE3,36,516.0,False,True
LAIR1,36,8281.0,False,True
LAIR2,36,893.0,False,True
LAMA1,36,1258.0,False,True
LAMA2,36,1942.0,False,True
LAMA3,36,1677.0,False,True
LAMA5,36,3406.0,False,True
LAMB1,36,1462.0,False,True
LAMB3,36,2264.0,False,True
LAMP1,36,2445.0,False,True
LAMP2,36,2333.0,False,True
LAMP3,36,2769.0,False,True
LAMTOR1,36,339.0,False,True
LAMTOR2,36,676.0,False,True
LAMTOR3,36,960.0,False,True
LAMTOR4,36,1441.0,False,True
LAMTOR5,36,437.0,False,True
LANCL1,36,672.0,False,True
LANCL2,36,2126.0,False,True
LAP3,36,1918.0,False,True
LAPTM4A,36,1500.0,False,True
LAPTM4B,36,2561.0,False,True
LAPTM5,36,2454.0,False,True
LARGE2,36,1970.0,False,True
LARP1,36,1068.0,False,True
LARP1B,36,1763.0,False,True
LARP4,36,1900.0,False,True
LARP4B,36,1943.0,False,True
LARP7,36,1631.0,False,True
LARS1,36,237.0,False,False
LARS2,36,998.0,False,True
LASP1,36,2921.0,False,True
LAT,36,1235.0,False,True
LAT2,36,9894.0,False,True
LATS1,36,2393.0,False,True
LATS2,36,1214.0,False,True
LAX1,36,2214.0,False,True
LAYN,36,2401.0,False,True
LBH,36,387.0,False,True
LBHD1,36,2614.0,False,True
LBR,36,1634.0,False,True
LBX1,36,1171.0,False,True
LBX2,36,1813.0,False,True
LCAT,37,1124.0,False,True
LCK,37,318.0,False,True
LCLAT1,37,1890.0,False,True
LCMT1,37,733.0,False,True
LCMT2,37,4180.0,False,True
LCN1,37,1508.0,False,True
LCN2,37,1612.0,False,True
LCOR,37,730.0,False,True
LCORL,37,3150.0,False,True
LCP1,37,2321.0,False,True
LCP2,37,341.0,False,True
LDAF1,37,1168.0,False,False
LDAH,37,2190.0,False,True
LDB1,37,1731.0,False,True
LDHA,37,984.0,False,False
LDHB,37,1490.0,False,True
LDLRAD4,37,620.0,False,True
LDLRAP1,37,1507.0,False,True
LDOC1,37,1947.0,False,True
LEAP2,37,1404.0,False,True
LEF1,37,3982.0,False,True
LEMD2,37,791.0,False,True
LEMD3,37,2029.0,False,True
LENG8,37,588.0,False,True
LENG9,37,1537.0,False,True
LEO1,37,742.0,False,True
LEPR,37,2208.0,False,True
LEPROTL1,37,1472.0,False,True
LETM1,37,191.0,False,True
LETM2,37,1399.0,False,True
LETMD1,37,4042.0,False,True
LEUTX,37,1315.0,False,True
LFNG,37,1588.0,False,True
LGALS1,37,1914.0,False,True
LGALS12,37,1329.0,False,True
LGALS2,37,1873.0,False,True
LGALS3,37,4247.0,False,True
LGALS3BP,37,2168.0,False,True
LGALS4,37,2157.0,False,True
LGALS8,37,2799.0,False,True
LGALS9,37,2929.0,False,True
LGALSL,37,2643.0,False,True
LGMN,37,1825.0,False,True
LGR6,37,4179.0,False,True
LHFPL5,37,2587.0,False,False
LHPP,37,2188.0,False,True
LHX1,37,1854.0,False,True
LHX2,37,1479.0,False,True
LHX3,37,1243.0,False,True
LHX4,37,1135.0,False,True
LHX5,37,1034.0,False,True
LHX6,37,1111.0,False,True
LHX8,37,3442.0,False,True
LHX9,37,652.0,False,True
LIAS,37,23.0,False,True
LIF,37,2812.0,False,True
LIFR,37,3566.0,False,True
LIG1,37,223.0,False,True
LIG3,37,1206.0,False,True
LIG4,37,828.0,False,True
LILRA1,37,1676.0,False,True
LILRA2,37,2597.0,False,True
LILRA5,37,2443.0,False,True
LILRB1,37,906.0,False,True
LILRB2,37,3982.0,False,True
LILRB3,37,734.0,False,False
LIMA1,37,1663.0,False,True
LIMD1,37,1643.0,False,True
LIMD2,37,841.0,False,True
LIME1,37,1240.0,False,True
LIMK1,37,2501.0,False,True
LIMK2,37,1987.0,False,True
LIMS1,37,3138.0,False,True
LIMS2,37,1531.0,False,True
LIN28A,37,2144.0,False,True
LIN28B,37,2957.0,False,True
LIN37,37,1163.0,False,True
LIN54,37,673.0,False,True
LIN7B,37,1179.0,False,True
LIN7C,37,2447.0,False,True
LIN9,37,50.0,False,True
LINC02693,37,789.0,False,True
LINC02694,37,1566.0,False,True
LINS1,37,1422.0,False,True
LIPA,37,1496.0,False,True
LIPE,37,2879.0,False,True
LIPT1,37,120.0,False,True
LIPT2,37,1298.0,False,True
LITAF,37,2694.0,False,True
LIX1L,37,3086.0,False,True
LLGL1,37,1593.0,False,True
LLGL2,37,415.0,False,True
LLPH,37,2386.0,False,True
LMAN2,37,1391.0,False,True
LMAN2L,37,1303.0,False,True
LMBR1,37,2903.0,False,True
LMBR1L,37,1007.0,False,True
LMBRD1,37,3139.0,False,True
LMF1,37,1932.0,False,True
LMF2,37,1450.0,False,True
LMLN,37,939.0,False,True
LMNA,37,1587.0,False,True
LMNB1,37,1849.0,False,True
LMNB2,37,3403.0,False,True
LMNTD2,37,2920.0,False,True
LMO2,37,2446.0,False,True
LMO4,37,58.0,False,True
LMO7,37,2934.0,False,True
LMOD3,37,1407.0,False,False
LMTK2,37,1616.0,False,True
LMTK3,37,1396.0,False,True
LMX1A,37,897.0,False,True
LMX1B,37,839.0,False,True
LNP1,37,2137.0,False,True
LNPEP,37,1000.0,False,True
LNPK,37,2900.0,False,True
LNX1,37,1730.0,False,True
LNX2,37,1260.0,False,True
LONP2,37,3714.0,False,True
LONRF1,37,1067.0,False,True
LONRF2,37,1778.0,False,True
LONRF3,37,1697.0,False,True
LOXL1,37,1346.0,False,True
LOXL2,37,848.0,False,True
LOXL4,37,2432.0,False,True
LPAR2,37,1344.0,False,True
LPAR3,37,2045.0,False,True
LPAR5,37,4963.0,False,True
LPAR6,37,6599.0,False,True
LPCAT1,37,2265.0,False,True
LPCAT2,37,450.0,False,True
LPCAT4,37,3119.0,False,True
LPGAT1,37,750.0,False,True
LPIN1,37,909.0,False,True
LPIN2,37,4399.0,False,True
LPL,37,694.0,False,True
LPO,37,1744.0,False,True
LPP,37,1823.0,False,True
LPXN,37,3282.0,False,True
LRATD2,37,814.0,False,True
LRBA,37,1056.0,False,True
LRCH1,37,3465.0,False,True
LRCH3,37,3161.0,False,True
LRCH4,37,439.0,False,True
LRFN3,37,2805.0,False,True
LRFN4,37,940.0,False,True
LRG1,37,2751.0,False,True
LRIF1,37,2306.0,False,True
LRIG1,38,1250.0,False,True
LRIG2,38,1338.0,False,True
LRP1,38,2315.0,False,True
LRP10,38,951.0,False,True
LRP11,38,4500.0,False,True
LRP12,38,2623.0,False,True
LRP2,38,2981.0,False,True
LRP2BP,38,8312.0,False,True
LRP5,38,3082.0,False,True
LRP5L,38,1825.0,False,True
LRP6,38,3644.0,False,True
LRP8,38,2087.0,False,True
LRPAP1,38,1641.0,False,True
LRPPRC,38,1157.0,False,True
LRR1,38,99.0,False,True
LRRC1,38,1269.0,False,True
LRRC14,38,231.0,False,True
LRRC2,38,1488.0,False,True
LRRC20,38,4225.0,False,True
LRRC23,38,2141.0,False,True
LRRC25,38,3101.0,False,True
LRRC27,38,1179.0,False,True
LRRC28,38,1608.0,False,True
LRRC32,38,5236.0,False,True
LRRC37A,38,1334.0,False,False
LRRC37A2,38,1946.0,False,True
LRRC37A3,38,9680.0,False,True
LRRC37B,38,1497.0,False,True
LRRC39,38,1729.0,False,True
LRRC4,38,1890.0,False,True
LRRC40,38,1195.0,False,True
LRRC41,38,2078.0,False,True
LRRC42,38,1234.0,False,True
LRRC45,38,1474.0,False,True
LRRC46,38,1084.0,False,True
LRRC47,38,858.0,False,True
LRRC56,38,395.0,False,True
LRRC57,38,2099.0,False,True
LRRC58,38,831.0,False,True
LRRC59,38,3332.0,False,True
LRRC61,38,337.0,False,True
LRRC69,38,1477.0,False,True
LRRC7,38,2190.0,False,True
LRRC70,38,1562.0,False,True
LRRC75A,38,1795.0,False,True
LRRC8A,38,4761.0,False,True
LRRC8B,38,1271.0,False,True
LRRC8C,38,1492.0,False,True
LRRC8D,38,1686.0,False,True
LRRCC1,38,821.0,False,True
LRRFIP1,38,730.0,False,True
LRRFIP2,38,2873.0,False,True
LRRK2,38,1357.0,False,True
LRRN2,38,2854.0,False,True
LRRN3,38,2199.0,False,True
LRSAM1,38,329.0,False,True
LRTOMT,38,3297.0,False,True
LRWD1,38,1865.0,False,True
LSG1,38,681.0,False,True
LSM1,38,788.0,False,True
LSM10,38,209.0,False,True
LSM11,38,338.0,False,True
LSM12,38,1528.0,False,True
LSM14A,38,1082.0,False,True
LSM14B,38,960.0,False,True
LSM5,38,620.0,False,True
LSM7,38,73.0,False,True
LSM8,38,93.0,False,True
LSMEM1,38,972.0,False,True
LSP1,38,2633.0,False,True
LSR,38,147.0,False,True
LSS,38,420.0,False,True
LST1,38,1585.0,False,True
LTA,38,511.0,False,True
LTA4H,38,2741.0,False,True
LTB,38,694.0,False,True
LTB4R,38,4392.0,False,True
LTB4R2,38,1830.0,False,True
LTBP1,38,2786.0,False,True
LTBP3,38,1536.0,False,True
LTBP4,38,1448.0,False,True
LTF,38,8204.0,False,True
LTK,38,2041.0,False,True
LTN1,38,1334.0,False,True
LTV1,38,11.0,False,True
LUC7L,38,3158.0,False,True
LUC7L3,38,129.0,False,True
LUZP1,38,1008.0,False,True
LXN,38,2961.0,False,True
LY6E,38,1296.0,False,True
LY6G5B,38,2591.0,False,True
LY6G5C,38,1388.0,False,True
LY6G6F,38,3823.0,False,True
LY75,38,1616.0,False,True
LY86,38,2139.0,False,True
LY9,38,2323.0,False,True
LY96,38,3413.0,False,True
LYAR,38,595.0,False,True
LYG1,38,1845.0,False,True
LYL1,38,2075.0,False,True
LYN,38,1229.0,False,True
LYPD3,38,2315.0,False,True
LYPLA1,38,1473.0,False,True
LYPLA2,38,1491.0,False,True
LYPLAL1,38,971.0,False,True
LYRM1,38,1475.0,False,True
LYRM2,38,1863.0,False,True
LYRM4,38,391.0,False,True
LYRM7,38,2283.0,False,True
LYRM9,38,2997.0,False,True
LYSET,38,2875.0,False,False
LYSMD1,38,2081.0,False,True
LYSMD2,38,3971.0,False,True
LYSMD3,38,2025.0,False,True
LYSMD4,38,2230.0,False,True
LYST,38,6543.0,False,True
LYZ,38,1617.0,False,True
LZIC,38,59.0,False,True
LZTFL1,38,2816.0,False,True
LZTR1,38,575.0,False,True
LZTS1,38,3803.0,False,True
LZTS2,38,1389.0,False,True
LZTS3,38,1469.0,False,True
M6PR,38,2877.0,False,True
MACC1,38,2212.0,False,True
MACF1,38,1622.0,False,True
MACIR,38,1300.0,False,False
MACO1,38,749.0,False,True
MACROD1,38,2025.0,False,True
MACROH2A1,38,1677.0,False,False
MACROH2A2,38,1211.0,False,False
MAD1L1,38,97.0,False,True
MAD2L1BP,38,480.0,False,True
MAD2L2,38,30.0,False,True
MADD,38,1671.0,False,True
MAEA,38,1125.0,False,True
MAF,38,2261.0,False,True
MAF1,38,4380.0,False,True
MAFA,38,3649.0,False,True
MAFB,38,3000.0,False,True
MAFF,38,1209.0,False,True
MAFG,38,1904.0,False,True
MAFK,38,660.0,False,True
MAGED1,38,2053.0,False,True
MAGED2,39,877.0,False,True
MAGED4,39,2039.0,False,False
MAGED4B,39,403.0,False,False
MAGEE1,39,758.0,False,True
MAGEF1,39,2189.0,False,True
MAGEH1,39,3599.0,False,True
MAGI1,39,3831.0,False,True
MAGI2,39,1733.0,False,True
MAGI3,39,2225.0,False,True
MAGOH,39,22.0,False,True
MAGOHB,39,986.0,False,True
MAGT1,39,1277.0,False,True
MAIP1,39,848.0,False,True
MAK,39,927.0,False,True
MAL,39,2810.0,False,True
MALSU1,39,642.0,False,True
MALT1,39,959.0,False,True
MAMDC4,39,1941.0,False,False
MAML1,39,5359.0,False,True
MAML2,39,1242.0,False,True
MAML3,39,2261.0,False,True
MAMLD1,39,3303.0,False,True
MAN1A1,39,891.0,False,True
MAN1A2,39,1072.0,False,True
MAN1B1,39,2059.0,False,True
MAN1C1,39,3835.0,False,True
MAN2A2,39,1141.0,False,True
MAN2B1,39,2175.0,False,True
MAN2B2,39,2410.0,False,True
MAN2C1,39,4194.0,False,False
MANBA,39,3149.0,False,True
MANBAL,39,2019.0,False,True
MANEA,39,838.0,False,True
MANF,39,1378.0,False,True
MANSC1,39,1365.0,False,True
MAOA,39,3216.0,False,True
MAOB,39,1257.0,False,True
MAP1A,39,1720.0,False,True
MAP1LC3A,39,2957.0,False,True
MAP1LC3B,39,1929.0,False,True
MAP1LC3B2,39,2238.0,False,False
MAP1S,39,1393.0,False,True
MAP2K1,39,898.0,False,True
MAP2K3,39,2632.0,False,True
MAP2K4,39,1527.0,False,True
MAP2K5,39,3693.0,False,True
MAP2K6,39,1406.0,False,True
MAP2K7,39,57.0,False,True
MAP3K1,39,1964.0,False,True
MAP3K10,39,1544.0,False,True
MAP3K11,39,1530.0,False,True
MAP3K12,39,475.0,False,True
MAP3K13,39,2201.0,False,True
MAP3K14,39,1309.0,False,True
MAP3K2,39,1459.0,False,True
MAP3K20,39,869.0,False,True
MAP3K21,39,2645.0,False,True
MAP3K3,39,2306.0,False,True
MAP3K4,39,1540.0,False,True
MAP3K5,39,595.0,False,True
MAP3K6,39,4101.0,False,True
MAP3K7,39,65.0,False,True
MAP3K7CL,39,6242.0,False,True
MAP3K8,39,895.0,False,True
MAP3K9,39,4720.0,False,True
MAP4,39,319.0,False,True
MAP4K1,39,2361.0,False,True
MAP4K2,39,543.0,False,True
MAP4K3,39,2902.0,False,True
MAP4K4,39,2330.0,False,True
MAP4K5,39,2599.0,False,True
MAP6D1,39,2193.0,False,True
MAP7D1,39,2387.0,False,True
MAP7D3,39,2605.0,False,True
MAP9,39,2086.0,False,True
MAPDA,39,800.0,False,False
MAPK1,39,1715.0,False,True
MAPK10,39,1306.0,False,True
MAPK11,39,559.0,False,True
MAPK13,39,1517.0,False,True
MAPK14,39,2092.0,False,True
MAPK1IP1L,39,1214.0,False,True
MAPK3,39,2933.0,False,True
MAPK6,39,2323.0,False,True
MAPK8,39,7220.0,False,True
MAPK8IP3,39,3802.0,False,True
MAPK9,39,1350.0,False,True
MAPKAP1,39,1154.0,False,True
MAPKAPK2,39,1518.0,False,True
MAPKAPK3,39,466.0,False,True
MAPKAPK5,39,1641.0,False,True
MAPKBP1,39,3145.0,False,True
MAPRE1,39,1909.0,False,True
MAPRE2,39,2507.0,False,True
MAPRE3,39,419.0,False,True
MARCHF1,39,1866.0,False,False
MARCHF2,39,2796.0,False,False
MARCHF3,39,785.0,False,False
MARCHF5,39,32.0,False,False
MARCHF6,39,585.0,False,False
MARCHF7,39,1013.0,False,False
MARCHF8,39,1434.0,False,False
MARCHF9,39,1737.0,False,False
MARCKS,39,1838.0,False,True
MARF1,39,3612.0,False,True
MARK2,39,1317.0,False,True
MARK3,39,1672.0,False,True
MARK4,39,1783.0,False,True
MARS1,39,125.0,False,False
MARS2,39,1070.0,False,True
MASP2,39,2110.0,False,True
MAST2,39,820.0,False,True
MAST3,39,2348.0,False,True
MAST4,39,2731.0,False,True
MASTL,39,245.0,False,True
MAT2B,39,790.0,False,True
MATCAP1,39,736.0,False,False
MATCAP2,39,2792.0,False,False
MATK,39,1502.0,False,True
MATN2,39,2875.0,False,True
MATR3,39,1052.0,False,False
MAU2,39,2634.0,False,True
MAVS,39,1768.0,False,True
MAX,39,3869.0,False,True
MAZ,39,1413.0,False,True
MB21D2,39,1658.0,False,True
MBD1,39,1299.0,False,True
MBD2,39,195.0,False,True
MBD3,39,4407.0,False,True
MBD5,39,835.0,False,True
MBD6,39,1981.0,False,True
MBIP,39,846.0,False,True
MBLAC1,39,1146.0,False,False
MBLAC2,39,1882.0,False,True
MBNL1,39,2475.0,False,True
MBNL2,39,1237.0,False,True
MBNL3,39,1657.0,False,True
MBOAT1,39,2026.0,False,True
MBOAT2,39,2395.0,False,True
MBOAT4,39,863.0,False,True
MBOAT7,39,1121.0,False,True
MBP,39,3271.0,False,True
MBTD1,39,2539.0,False,True
MBTPS1,39,565.0,False,True
MBTPS2,39,39.0,False,True
MC1R,39,2130.0,False,True
MCAM,39,1283.0,False,True
MCAT,39,1981.0,False,True
MCC,40,1609.0,False,True
MCCC1,40,2464.0,False,True
MCCC2,40,1960.0,False,True
MCEE,40,196.0,False,True
MCEMP1,40,1449.0,False,True
MCF2L,40,1752.0,False,True
MCF2L2,40,443.0,False,True
MCFD2,40,549.0,False,True
MCHR1,40,2572.0,False,True
MCL1,40,332.0,False,True
MCM3,40,34.0,False,True
MCM5,40,11.0,False,True
MCM6,40,63.0,False,True
MCM7,40,1032.0,False,True
MCM8,40,920.0,False,True
MCM9,40,645.0,False,True
MCMBP,40,601.0,False,True
MCOLN1,40,1724.0,False,True
MCOLN2,40,631.0,False,True
MCOLN3,40,1831.0,False,True
MCPH1,40,699.0,False,True
MCRIP1,40,2008.0,False,True
MCRIP2,40,622.0,False,True
MCRS1,40,783.0,False,True
MCTP1,40,1414.0,False,True
MCTP2,40,1466.0,False,True
MCTS1,40,3522.0,False,True
MCU,40,657.0,False,True
MCUB,40,1476.0,False,True
MCUR1,40,2957.0,False,True
MDC1,40,859.0,False,True
MDFIC,40,4001.0,False,True
MDGA1,40,1515.0,False,True
MDH1,40,2763.0,False,True
MDH2,40,2980.0,False,True
MDK,40,597.0,False,True
MDM1,40,2146.0,False,True
MDM2,40,153.0,False,True
MDM4,40,394.0,False,True
MDP1,40,801.0,False,True
ME1,40,1009.0,False,True
ME2,40,1874.0,False,True
ME3,40,267.0,False,True
MEA1,40,2031.0,False,True
MEAF6,40,180.0,False,True
MEAK7,40,1858.0,False,True
MECOM,40,1613.0,False,True
MECP2,40,1148.0,False,True
MECR,40,1138.0,False,True
MED1,40,525.0,False,True
MED10,40,84.0,False,True
MED12,40,639.0,False,True
MED13L,40,419.0,False,True
MED14,40,547.0,False,True
MED16,40,420.0,False,True
MED17,40,79.0,False,True
MED19,40,2514.0,False,True
MED20,40,2517.0,False,True
MED23,40,2269.0,False,True
MED24,40,2124.0,False,True
MED26,40,1254.0,False,True
MED29,40,10.0,False,True
MED30,40,1122.0,False,True
MED4,40,41.0,False,True
MED7,40,1321.0,False,True
MED8,40,87.0,False,True
MED9,40,22.0,False,True
MEF2A,40,739.0,False,True
MEF2C,40,2503.0,False,True
MEF2D,40,1956.0,False,True
MEFV,40,2554.0,False,True
MEGF6,40,2436.0,False,True
MEGF8,40,1567.0,False,True
MEGF9,40,789.0,False,True
MEI1,40,401.0,False,True
MEIS1,40,4726.0,False,True
MEIS2,40,1150.0,False,True
MEIS3,40,593.0,False,True
MELK,40,2192.0,False,True
MEMO1,40,142.0,False,True
MEN1,40,475.0,False,True
MEOX1,40,3942.0,False,True
MEOX2,40,1413.0,False,True
MEPCE,40,2213.0,False,True
MESD,40,1914.0,False,True
MESP1,40,870.0,False,True
MESP2,40,1885.0,False,True
MEST,40,5380.0,False,True
METAP1,40,3762.0,False,False
METAP1D,40,1578.0,False,True
METAP2,40,543.0,False,True
METRN,40,361.0,False,True
METRNL,40,941.0,False,True
METTL1,40,713.0,False,True
METTL13,40,1549.0,False,False
METTL14,40,179.0,False,True
METTL15,40,2081.0,False,True
METTL17,40,1813.0,False,True
METTL18,40,1308.0,False,True
METTL21A,40,98.0,False,True
METTL22,40,1705.0,False,True
METTL23,40,2140.0,False,True
METTL25,40,1674.0,False,True
METTL25B,40,78.0,False,False
METTL26,40,4255.0,False,True
METTL2A,40,739.0,False,True
METTL2B,40,103.0,False,True
METTL3,40,360.0,False,True
METTL4,40,1754.0,False,True
METTL5,40,2065.0,False,True
METTL6,40,511.0,False,True
METTL8,40,2027.0,False,True
METTL9,40,1065.0,False,True
MEX3C,40,1003.0,False,True
MEX3D,40,778.0,False,True
MFAP3,40,2173.0,False,True
MFAP3L,40,2055.0,False,True
MFF,40,3822.0,False,True
MFGE8,40,2845.0,False,True
MFHAS1,40,1989.0,False,True
MFN1,40,2512.0,False,True
MFN2,40,428.0,False,True
MFNG,40,1539.0,False,True
MFSD1,40,3212.0,False,True
MFSD10,40,1054.0,False,True
MFSD11,40,4028.0,False,True
MFSD12,40,1599.0,False,True
MFSD13A,40,3985.0,False,True
MFSD14A,40,1046.0,False,True
MFSD14B,40,1903.0,False,True
MFSD2A,40,2876.0,False,True
MFSD3,40,381.0,False,True
MFSD4A,40,1442.0,False,True
MFSD4B,40,2636.0,False,True
MFSD5,40,1276.0,False,True
MFSD6,40,337.0,False,True
MFSD8,40,1944.0,False,True
MFSD9,40,1970.0,False,True
MGA,40,4081.0,False,True
MGAM,41,3020.0,False,True
MGAT1,41,2345.0,False,True
MGAT2,41,1590.0,False,True
MGAT4A,41,4548.0,False,True
MGAT4B,41,769.0,False,True
MGAT5,41,2968.0,False,True
MGLL,41,4486.0,False,True
MGME1,41,1802.0,False,True
MGMT,41,1788.0,False,True
MGP,41,1721.0,False,True
MGRN1,41,1706.0,False,True
MGST1,41,842.0,False,True
MGST2,41,2653.0,False,True
MGST3,41,1742.0,False,True
MIA,41,2950.0,False,True
MIA2,41,1812.0,False,True
MIA3,41,799.0,False,True
MIB1,41,3450.0,False,True
MIB2,41,675.0,False,True
MICA,41,2311.0,False,True
MICAL1,41,1404.0,False,True
MICAL2,41,1135.0,False,True
MICAL3,41,1485.0,False,True
MICALL1,41,780.0,False,True
MICB,41,2031.0,False,True
MICOS10,41,310.0,False,True
MICOS13,41,876.0,False,True
MICU1,41,2594.0,False,True
MICU2,41,1642.0,False,True
MICU3,41,764.0,False,True
MID1IP1,41,2861.0,False,True
MID2,41,2339.0,False,True
MIDEAS,41,3178.0,False,False
MIDN,41,1592.0,False,True
MIEF1,41,2132.0,False,True
MIEF2,41,1318.0,False,True
MIEN1,41,1762.0,False,True
MIER1,41,302.0,False,True
MIER2,41,1498.0,False,True
MIER3,41,1679.0,False,True
MIF,41,1607.0,False,True
MIF4GD,41,2574.0,False,True
MIGA1,41,903.0,False,True
MIGA2,41,4399.0,False,True
MIIP,41,1287.0,False,True
MINDY1,41,1144.0,False,True
MINDY2,41,2434.0,False,True
MINDY3,41,1133.0,False,True
MINK1,41,2129.0,False,True
MINPP1,41,1322.0,False,True
MIOS,41,223.0,False,True
MIPEP,41,2155.0,False,True
MIS12,41,54.0,False,True
MIS18A,41,63.0,False,True
MISP,41,724.0,False,True
MITD1,41,1614.0,False,True
MITF,41,1502.0,False,True
MIX23,41,1764.0,False,False
MIXL1,41,3099.0,False,True
MKI67,41,1635.0,False,True
MKKS,41,2270.0,False,True
MKLN1,41,842.0,False,True
MKNK1,41,789.0,False,True
MKNK2,41,1738.0,False,True
MKRN1,41,1803.0,False,True
MKRN2,41,1399.0,False,True
MKRN3,41,2711.0,False,True
MKS1,41,1947.0,False,True
MKX,41,1035.0,False,True
MLANA,41,1573.0,False,True
MLEC,41,4617.0,False,True
MLF1,41,1296.0,False,True
MLF2,41,1159.0,False,True
MLH1,41,1412.0,False,True
MLH3,41,4089.0,False,True
MLLT1,41,776.0,False,True
MLLT11,41,1830.0,False,True
MLLT3,41,176.0,False,True
MLLT6,41,110.0,False,True
MLN,41,3221.0,False,True
MLST8,41,925.0,False,True
MLX,41,732.0,False,True
MLXIP,41,1100.0,False,True
MLXIPL,41,1279.0,False,True
MLYCD,41,696.0,False,True
MMAA,41,2127.0,False,True
MMAB,41,1537.0,False,True
MMACHC,41,1359.0,False,True
