gene,class,expressed_abc,cpm_abc,targets,cov,signal_k562,signal_cd4_mix,rho
RPP30,other,True,91.3241,8423,-0.000137771,-0.0112971,0.00199355,-inf
FRA10AC1,other,True,100.071,8423,0.000442312,-0.0665542,-0.0032098,inf
ADD3,other,True,136.685,8423,0.000620514,-0.0638023,0.00428342,inf
HABP2,other,False,0.298963,0,,,,
VAX1,other,False,0.261015,0,,,,
DNAJB12,other,True,61.94,8423,0.000497109,-0.0339885,-0.00524186,inf
EIF4EBP2,other,True,254.802,8423,0.000556826,-0.00921369,0.000239273,inf
NPFFR1,other,False,0.00534577,0,,,,
PLEKHS1,other,False,0.0224625,0,,,,
TCF7L2,other,True,28.5047,0,,-0.0694359,,
MKI67,cell cycle,True,347.786,8423,0.00131417,0.0116744,0.0169455,0.0934344
CYP17A1,other,False,0.133244,0,,,,
INA,other,True,8.50327,0,,,-0.084859,
FUOM,other,True,34.5312,8423,0.00226211,-0.0130862,-0.00427409,inf
LRRC27,other,True,7.82156,0,,,-0.0808294,
MTG1,other,True,94.6083,8423,0.00180104,-0.0223053,-0.00297531,inf
NKX6-2,other,False,0.00107106,0,,,,
PAOX,other,False,3.47253,0,,,-0.0585092,
GSTO1,other,True,203.066,8423,0.0010604,0.00204248,0.0010191,0.734992
TAF5,other,True,32.1355,8423,-0.000346521,-0.0511601,-0.00619418,-inf
PPRC1,other,True,86.9173,8423,0.000570158,-0.0610531,-0.00135362,inf
ITPRIP,other,True,28.9051,0,,,-0.0160549,
CNNM2,other,True,25.0458,0,,,-0.029007,
PDCD11,other,True,44.9853,8423,0.000403721,0.00157988,-0.00312789,inf
ADAM12,other,True,107.495,0,,,,
RGS10,other,True,51.8515,8423,0.000437114,0.00331104,0.000685625,0.290115
BTBD10,other,True,48.5867,0,,,-0.0139614,
ADM,other,True,6.66837,0,,,-0.0608675,
GAS2,other,True,5.07016,0,,,,
SLC5A12,other,False,0.00410802,0,,,,
LIN7C,other,True,248.753,8423,0.000670112,-0.0528376,-0.0015621,inf
LRRC4C,other,False,0.00506039,0,,,,
IMMP1L,other,True,25.7658,8423,0.00192275,-0.0476003,-0.0120925,inf
SAA4,other,False,0.156471,0,,,,
PGAP2,other,True,75.2259,8423,-6.05161e-05,-0.110469,-0.00395864,-inf
TUT1,other,True,31.1746,8423,-0.00018274,-0.131997,-0.00745373,-inf
SCGB1A1,other,True,126.657,0,,,,
SYT8,other,False,1.04553,0,,,,
ZNF214,other,False,0.589617,0,,,,
ZNF215,other,False,0.0114868,0,,,0.00392656,
HSD17B12,other,True,15.4622,8423,0.000986482,0.00260429,-0.0250714,inf
APIP,other,True,49.8521,8423,0.000880407,-0.0520471,-0.00201947,inf
PAMR1,other,False,0.345152,0,,,,
DGKZ,other,True,7.5132,8423,-5.19307e-05,-0.0408277,-0.0319559,-inf
EIF3M,other,True,374.415,8423,0.000236768,-0.000355645,-0.000440932,inf
TNKS1BP1,other,True,53.7169,0,,,-0.033181,
GLYAT,other,False,0,0,,,,
SERPING1,other,False,0.239031,0,,-0.189553,,
OR5F1,other,False,0,0,,,,
SSRP1,other,True,520.115,8423,0.000210153,0.000550783,0.00123704,0.254597
SLC43A1,other,True,11.0527,8423,0.00217866,-0.193307,-0.000991636,inf
PTPRJ,other,True,74.1867,0,,,0.00141271,
C11orf49,other,True,81.9611,0,,-0.118376,,
ARFGAP2,other,True,85.4251,8423,0.000373136,-0.0141656,-0.00218359,inf
CELF1,other,True,318.64,8423,0.000576112,0.000915877,-0.00109312,inf
HIKESHI,other,True,14.1989,8423,0.00054969,0.00181685,-0.0121954,inf
CCDC81,other,False,1.30184,0,,,,
SESN3,other,True,46.7079,0,,,0.0737715,
ENDOD1,other,True,23.0315,8423,0.00235815,-0.118737,-0.00607482,inf
CCDC82,other,True,73.9947,8423,0.00107935,-0.170126,-0.00282106,inf
KLHL35,other,False,1.46614,0,,,-0.162679,
TENM4,other,False,0.106723,0,,,,
SERPINH1,other,True,195.143,8423,0.00188748,-0.0656675,-0.0154017,inf
CAPN5,other,False,3.98745,0,,,,
INTS4,other,True,107.52,8423,5.90397e-05,-0.086227,-0.00291295,inf
PAK1,other,True,128.579,8423,-0.000239837,-0.0224467,-0.000717836,-inf
ZC3H12C,other,True,17.2572,0,,,0.0399202,
TTC12,other,True,12.4968,0,,,-0.0271567,
NCAM1,other,False,0.253852,0,,,,
DRD2,other,False,0.0047024,0,,,,
C11orf52,other,True,9.96868,0,,,,
NPAT,other,True,18.0593,8423,0.000377434,-0.0901271,-0.00812655,inf
ATM,other,True,60.4362,8423,0.000405298,0.00301438,0.00274254,0.140961
AASDHPPT,other,True,179.167,8423,0.000771235,0.00175929,-0.00117461,inf
GLB1L2,other,True,8.65058,0,,,-0.0657355,
SLX4IP,other,True,34.3247,8423,0.0024111,-0.120626,-0.0171578,inf
LAMTOR1,other,True,331.957,8423,0.00101467,0.00161594,-0.000330321,inf
P4HA3,other,True,11.0123,0,,,,
GRIK4,other,False,0.0204147,0,,,,
ST14,other,True,97.5466,0,,,,
HYOU1,unfolded protein response,True,241.862,8423,0.000657957,-0.0484804,0.00169289,inf
GGTLC1,other,False,0.0186791,0,,,,
ADAM33,other,False,0.0312,0,,,,
SLC22A8,other,False,0.0149521,0,,,,
KAT14,other,True,19.8657,0,,,-0.0195131,
TKFC,other,True,74.3914,8423,3.78881e-05,-0.125072,-0.0108448,inf
MTA2,other,True,254.208,8423,0.000653975,-0.10329,-0.000472981,inf
TMEM138,other,True,79.7519,8423,0.000961547,-0.0578667,-0.00230966,inf
FADS1,other,True,140.286,8423,0.00353615,0.0137805,0.016876,0.23188
TMC2,other,False,0.00193855,0,,,,
ROM1,other,False,4.27336,0,,,-0.0998484,
INCENP,other,True,160.483,8423,4.07775e-05,-0.123901,0.00642634,inf
ZP1,other,False,0.129567,0,,,,
OOSP2,other,False,0,0,,,,
MS4A3,other,False,0,0,,-0.0132297,,
PLCH2,other,False,0.31559,0,,,-0.127912,
CPSF7,other,True,211.82,8423,0.000141099,-0.0148361,-0.00169635,inf
MS4A2,other,False,0,0,,,,
B3GAT3,other,True,142.722,8423,0.000219032,-0.0512495,-0.00488186,inf
EI24,other,True,172.525,8423,0.000806694,0.00108939,-0.00220143,inf
CCDC15,other,True,17.9484,0,,,-0.0463556,
CHEK1,other,True,109.345,8423,0.000279432,-0.0217498,0.00372303,inf
FEZ1,other,False,3.03109,8404,0.00570008,-0.0416313,-0.0762796,inf
ESAM,other,False,0.267014,0,,-0.146406,,
KIRREL3,other,False,0.238634,0,,,,
MPZL2,other,True,60.8902,0,,,-0.0202803,
SCN2B,other,False,0.0467245,0,,,,
SIDT2,other,True,6.23649,0,,,-0.0396467,
TMEM25,other,True,13.0339,0,,,-0.0355706,
TAGLN,other,True,52.9949,0,,,-0.068103,
JPH2,other,False,4.72612,0,,,,
DUSP15,other,False,0.234606,0,,,,
COMMD7,other,True,66.3112,8423,0.000852711,0.00439605,-0.000256147,inf
C20orf144,other,False,0.0652046,0,,,,
KIAA1755,other,False,0.00101131,0,,,,
OCSTAMP,other,False,0.00463618,0,,,,
DSN1,other,True,172.159,8423,0.000401733,-0.0885917,-0.00132138,inf
SOGA1,other,True,83.8137,0,,,-0.0490066,
SPINT4,other,False,0,0,,,,
CDH22,other,False,0.0397624,0,,,,
LSM14B,other,True,168.16,8423,0.000964692,-0.0813794,-0.00216366,inf
YTHDF1,other,True,34.2864,8423,0.00143219,-0.0736405,-0.00924387,inf
CABLES2,other,True,37.7345,0,,,-0.0107811,
LTO1,other,True,10.1289,8423,0.00165139,-0.2564,-0.0385906,inf
GPHA2,other,False,0.00136983,0,,,,
SLC22A9,other,False,0,0,,,,
TRPT1,other,True,74.9912,8423,0.000914876,-0.104974,-0.00793895,inf
NUDT22,other,True,29.2668,8423,0.00145627,-0.0515022,-0.00612509,inf
FERMT3,other,True,56.7244,0,,,0.000143611,
PLCB3,other,True,99.6188,0,,,-0.0186493,
CDC42EP2,other,True,11.9274,0,,,-0.0928273,
TM7SF2,other,True,17.1654,8423,0.00142724,-0.10565,-0.0138808,inf
VPS51,other,True,11.8072,8423,0.000581673,-0.0540362,-0.0367788,inf
TBX6,other,False,2.14325,0,,,-0.166464,
PPP4C,other,True,375.511,8423,0.00021807,-0.000162835,-0.00137011,inf
TLCD3B,other,True,9.61296,0,,,-0.136241,
DOC2A,other,True,6.84206,0,,,-0.28936,
HIRIP3,other,True,64.7555,8423,0.000816262,-0.0177335,-0.00219223,inf
TAOK2,other,True,69.1829,8423,0.000497878,-0.14009,-0.0041312,inf
TMEM219,other,True,176.286,8423,0.00140576,0.00450036,-0.00228304,inf
HMGA2,other,True,8.17458,0,,,,
MMP3,other,False,0.501888,0,,,,
CNKSR2,other,False,0.982563,0,,,-0.0243598,
CNTN5,other,False,0.00165234,0,,,,
KLRF1,other,False,2.54241,0,,,,
CLEC1A,other,False,0.0696971,0,,,,
MKX,other,True,65.9966,0,,,,
MPP7,other,True,32.0067,0,,,-0.0550042,
ITGB1,other,True,49.8002,8423,0.000431851,0.00126772,0.0263487,0.0747209
FXYD4,other,False,0.00318279,0,,,,
TRIM48,other,False,0,0,,,,
OR8K1,other,False,0,0,,,,
OR5M9,other,False,0,0,,,,
PCDH15,other,False,0.0175074,0,,,,
CTF1,other,False,0.405225,0,,,,
CWC15,other,True,258.663,8423,0.000137579,0.000157851,-0.00165571,inf
FCGR1A,other,False,0.00223071,0,,,,
ARID5B,other,True,167.873,8423,0.000208152,-0.0954111,0.00714989,inf
KLHL1,other,False,0.19875,0,,,,
CDH8,other,False,0.416101,0,,,,
DCUN1D2,other,True,14.8907,0,,,-0.0215633,
TMCO3,other,True,27.0712,8423,0.000688768,-0.0706889,-0.0104837,inf
TMEM218,other,True,21.9233,8423,0.0011688,-0.219453,-0.00996833,inf
TIRAP,other,False,4.57371,0,,,-0.0501422,
EEF1AKMT1,other,True,11.8029,8423,0.00200886,-0.0977634,-0.0126446,inf
LATS2,other,True,26.0116,0,,,-0.0270279,
SAP18,other,True,168.729,8423,3.18248e-05,0.000898458,-0.00171755,inf
ADGRL3,other,False,0.662871,0,,,,
KIAA1328,other,True,19.3261,0,,,-0.00806981,
FAM124A,other,True,5.59698,0,,,,
MIA2,other,True,40.6559,8423,0.000140495,-0.0174236,-0.00401597,inf
HNMT,other,True,28.4778,0,,,,
LYPD1,other,True,33.6092,0,,,,
LYPD6B,other,True,21.0238,0,,,-0.268869,
PDCD4,other,True,371.673,8423,0.000983069,0.00703988,0.00837975,0.127993
ADRA2A,other,True,35.7201,0,,,,
GPM6A,other,False,3.38929,0,,,,
WDR17,other,True,12.8897,0,,,-0.0535176,
SPATA4,other,False,0.619734,0,,,,
VEGFC,other,True,29.3009,0,,,,
CCDC102B,other,False,2.3769,0,,,-0.153513,
CD226,other,True,15.628,8423,0.000159827,-0.132396,0.00298339,inf
CNDP1,other,False,0.0365513,0,,,,
FSIP1,other,False,0.67146,0,,,,
DLG2,other,False,3.40617,0,,,-0.204644,
CCDC83,other,False,0.000503137,0,,,,
RGS18,other,False,0.698609,0,,,,
PRSS23,other,True,185.627,0,,,0.0351772,
MTMR12,other,True,77.1185,8423,0.00094445,-0.0854428,-0.00442947,inf
PPP1R1C,other,True,5.78474,0,,,,
C11orf53,other,False,0.0062344,0,,,,
CCT5,other,True,201.77,8423,0.000334747,0.00104193,0.000806276,0.36522
ATPSCKMT,other,True,81.2814,8423,0.000215171,-0.0800586,-0.00878543,inf
DOCK1,other,True,38.2566,0,,,,
DIXDC1,other,True,17.913,8423,0.000318494,-0.160672,-0.0183447,inf
DLAT,other,True,93.2417,8423,0.000550365,0.00153748,-0.00231963,inf
PIH1D2,other,False,1.86865,0,,,,
NKAPD1,other,True,77.3142,8423,0.000317802,-0.00394881,-0.00445529,inf
TIMM8B,other,True,135.782,8423,0.00100384,0.00241481,2.50402e-06,12.9094
IL18,other,True,167.563,0,,,,
TEX12,other,False,0.297502,0,,,-0.393408,
PTS,other,True,91.2383,8423,0.00108891,-0.0212026,-0.00249005,inf
PIP4K2A,other,True,38.7333,8423,0.000220585,0.00151214,-0.00147026,inf
C2orf50,other,False,0.566327,0,,,,
FREM2,other,False,0.10347,0,,,,
FOXO1,other,True,33.2675,8423,8.94774e-06,-0.206772,0.00175481,inf
CRIM1,other,True,68.7668,8423,0.000715771,-0.154179,0.00686852,inf
SEC24D,other,True,26.8995,0,,,0.00123183,
ABCB9,other,True,8.36588,0,,,-0.0969768,
RILPL2,other,True,44.7526,8423,0.000113006,-0.170451,0.00466632,inf
DHX37,other,True,68.7699,8423,0.0003388,-0.000730576,-0.00397647,inf
UBC,other,True,24.4682,8423,0.000370425,0.00297391,-0.00359532,inf
ITPR1,other,True,43.1037,8423,0.000400169,-0.104749,0.0070371,inf
TKTL2,other,False,0.0322684,0,,,,
PRSS53,other,False,2.76649,0,,,-0.0825959,
SLC7A11,other,True,149.605,8423,0.00713628,-0.0830553,0.00314303,inf
NOCT,other,True,28.4194,0,,,-0.00607036,
ENKUR,other,False,0.227738,0,,,,
GPR158,other,False,2.40901,0,,,,
LYZL2,other,False,0.0189299,0,,,,
CACNA2D4,other,False,1.60984,0,,,0.132578,
DCP1B,other,True,24.0027,0,,,-0.00508481,
CACNA1C,other,False,0.0781878,0,,,,
THRB,other,True,20.0876,0,,-0.203537,,
NGLY1,other,True,59.852,8423,0.000107413,0.00214788,-0.00228777,inf
OXSM,other,True,25.812,8423,0.00145238,-0.107313,-0.00806138,inf
UEVLD,other,True,57.181,0,,,0.00117834,
TMEM86A,other,False,1.72498,0,,,-0.328217,
C12orf45,other,True,51.0667,0,,0.00185167,,
TMEM263,other,True,62.9402,8423,-3.40201e-05,-0.162951,-0.00372673,-inf
BTBD11,other,True,14.5586,0,,,,
UBE3B,other,True,44.5061,8423,0.00100664,-0.118478,-0.00772875,inf
ANK3,other,True,37.0863,0,,,0.0286643,
IPMK,other,True,17.6407,0,,,-0.012597,
RAD9B,other,False,0.976833,0,,,-0.105868,
PLBD2,other,True,59.8141,0,,,-0.00660784,
DLG5,other,True,43.3518,0,,,-0.0550373,
MAT1A,other,False,2.77052,0,,,,
SLC2A13,other,True,11.2361,0,,,-0.0199677,
GXYLT1,other,True,28.2799,8423,0.000316258,-0.125718,-0.0143542,inf
TWF1,other,True,51.007,8423,0.000198361,-0.181521,-0.0135048,inf
DIP2C,other,True,13.4891,0,,,-0.192652,
EIF4E,other,True,95.2382,8423,0.000161705,0.000747117,-0.00116601,inf
MAGI1,other,True,5.53534,0,,,-0.0914682,
TEX30,other,True,40.2254,8423,0.00114318,0.00778965,0.00385069,0.20873
CSNK1G3,other,True,92.7893,8423,0.000601562,-0.0762827,-0.00395146,inf
SRFBP1,other,True,53.7233,8423,0.000127731,-0.000823292,-0.00540496,inf
AKAP6,other,False,4.44761,0,,,,
NPAS3,other,False,0.0301759,0,,,,
FAM177A1,other,True,16.8457,8423,0.000505779,-0.0524357,-0.0139698,inf
MBIP,other,True,56.7984,8423,0.00106381,-0.0311267,-0.00432335,inf
MIPOL1,other,True,43.606,0,,-0.082805,,
EXT2,other,True,42.9958,8423,0.00134191,-0.137498,-0.0222149,inf
TMEM18,other,True,100.822,8423,0.00161988,0.00398726,-0.0044509,inf
ALLC,other,False,0.0131529,0,,,,
KCTD14,other,True,6.76383,0,,,,
THRSP,other,False,0.00827189,0,,,,
NDUFC2,other,True,71.5031,8423,0.000634121,0.00195109,-0.00232657,inf
ME3,other,False,2.3273,0,,,-0.0843289,
MSGN1,other,False,0.186697,0,,,,
ADAMTS12,other,False,0.0130339,0,,,,
NUBPL,other,True,53.0486,8423,0.00263738,-0.0621442,-0.0226199,inf
NEK7,other,True,224.504,8423,0.000954855,-0.130301,0.000670821,inf
ATP6V1G3,other,False,0.627568,0,,,,
FER,other,True,109.261,8423,-0.000418454,-0.0952898,-0.00259127,-inf
VIPAS39,other,True,17.4727,0,,,-0.0247238,
ANKRD50,other,True,74.4018,0,,-0.258048,,
UPF2,other,True,92.122,8423,0.000350382,-0.0537196,-0.00194139,inf
CDC123,other,True,189.947,8423,0.000898202,0.00182268,0.00117046,0.614952
SCLT1,other,True,35.8616,8423,0.00101057,-0.101274,-0.0017133,inf
CCDC3,other,False,1.42768,0,,,-0.357249,
C4orf33,other,True,21.0754,8423,0.000953801,-0.20321,-0.0182864,inf
FRMD4A,other,True,12.4655,0,,,,
SLC25A31,other,False,0.0207882,0,,,,
PTPRO,other,False,4.68456,0,,,-0.0589493,
EPS8,other,True,20.7127,0,,,-0.0493966,
ACAD8,other,True,64.0767,8423,0.00189554,-0.199422,-0.0107409,inf
THYN1,other,True,220.797,8423,0.00108658,0.00501933,-0.00156896,inf
VPS26B,other,True,191.534,8423,0.000773651,-0.0813865,-0.0016553,inf
NCAPD3,other,True,247.654,8423,0.000842523,0.00286008,0.00178814,0.372556
VTI1A,other,True,46.8323,8423,0.0008964,-0.00960712,-0.00379297,inf
QDPR,other,True,32.1771,8423,0.0008688,0.00285592,-0.00298669,inf
FAM160B1,other,True,33.0436,0,,,,
ANO4,other,False,1.05952,0,,,,
TEX9,other,True,15.1002,0,,,,
QTRT2,other,True,46.5085,8423,0.00108333,-0.0937872,-0.0100036,inf
DRD3,other,False,0.00329501,0,,,,
MMAA,other,True,24.3621,0,,,-0.00653554,
ZNF827,other,True,5.57715,8423,0.00274341,-0.181919,-0.00642792,inf
POU4F2,other,False,0.000550218,0,,,,
EDNRA,other,False,0.331129,0,,,,
NR3C2,other,False,1.11,0,,,-0.166706,
AKR1C2,other,True,30.1426,0,,,,
DPYSL4,other,False,0.0386221,0,,,-0.172832,
VENTX,other,False,0,0,,,,
ADAM8,other,False,1.08108,0,,,0.00866386,
ITIH2,other,False,0.00107897,0,,,,
KIN,other,True,31.9021,8423,0.000300096,-0.0316405,-0.00745186,inf
PIGF,other,True,72.4072,8423,0.000974136,-0.0583555,-0.0026238,inf
ANKAR,other,False,3.88862,0,,,-0.0684088,
INPP1,other,True,59.7007,8423,0.000695276,-0.116787,-0.010245,inf
MFSD6,other,True,38.8425,0,,,-0.00124221,
RNF144A,other,True,27.3075,8423,0.000529474,-0.0533026,0.035816,inf
ASAP2,other,True,139.16,0,,,,
ADAM17,other,True,142.771,8423,0.000484188,-0.0683585,-0.00353133,inf
FLI1,other,True,28.9865,0,,,0.000423289,
KCNJ1,other,False,0.584014,0,,,,
TMEM45B,other,False,0.20121,0,,,-0.244856,
WWC2,other,True,20.1754,0,,-0.0231185,,
CENPU,other,True,140.391,8423,0.000618984,-0.0536562,0.00531116,inf
ACSL1,other,True,25.0899,0,,,0.0026504,
SLC25A4,other,True,112.652,8423,0.00219026,0.00351149,0.00784656,0.417263
AMN1,other,True,29.89,0,,,-0.0275727,
BICD1,other,True,116.735,8423,0.000804051,-0.0452405,-0.00652907,inf
SAV1,other,True,35.3543,8423,7.56515e-05,-0.0739382,-0.0287058,inf
CCDC122,other,False,1.67319,0,,,-0.133396,
SERP2,other,False,0,0,,,,
NBAS,other,True,48.7377,8423,0.000681815,-0.014201,-0.00515096,inf
ZNF385D,other,False,0.173509,0,,,,
TDO2,other,False,0.0165533,0,,,,
GUF1,other,True,55.3507,8423,0.00110815,-0.0522962,-0.0013063,inf
SLC35F4,other,False,0.0024994,0,,,,
GABRA2,other,False,0,0,,,,
SACS,other,True,61.0445,8423,0.000644159,-0.0701087,-0.00255138,inf
CCDC175,other,False,0.0103413,0,,,,
PABPC3,other,False,0.007031,0,,,,
CENPJ,other,True,68.6185,8423,0.00116118,-0.091545,0.000485994,inf
FBXO4,other,True,62.2466,8423,0.00151653,-0.160793,-0.00487408,inf
TMEM267,other,True,36.061,8423,0.00191857,-0.0773039,-0.00337229,inf
CCL28,other,False,2.98247,0,,,-0.0075164,
PARP8,other,True,44.3795,0,,,0.00115059,
GFRA1,other,True,94.0304,0,,,,
CACUL1,other,True,87.4349,8423,0.000555468,-0.0336165,-0.00462514,inf
DST,other,True,95.6517,8423,0.00120277,-0.0609161,0.00687752,inf
BEND6,other,True,7.21994,0,,,,
TIAL1,other,True,142.875,8423,7.12137e-05,-9.28908e-05,-0.00108115,inf
BAG3,heat shock,True,74.5624,8423,0.000670197,-0.135269,-0.00531004,inf
GLT1D1,other,False,0.0225559,0,,,,
TMEM132D,other,False,0.28311,0,,,,
RBM46,other,False,0.0022509,0,,,,
SCHIP1,other,True,14.7158,0,,,,
MCHR2,other,False,0.000602459,0,,,,
KCNE4,other,False,0.15583,0,,,,
AP1S3,other,True,80.8852,0,,,-0.00720236,
RABGAP1L,other,True,100.701,8423,0.000453497,-0.0539737,-0.000151551,inf
CCDC74B,other,False,0.0635428,0,,,,
TLCD4,other,True,5.83057,0,,,,
MZT2B,other,True,67.1583,0,,0.00215333,,
TUBA3E,other,False,0,0,,,,
ASTN1,other,False,0,0,,,,
CFC1B,other,False,0,0,,,,
FAM168B,other,True,133.739,8423,0.00039579,0.00185772,-0.0028862,inf
PTPN14,other,True,75.9275,0,,,-0.00696017,
MGAT5,other,True,56.8087,8423,0.000385898,-0.0463208,0.00889004,inf
TMEM163,other,False,0.799698,0,,,-0.0861679,
GPATCH11,other,True,28.1406,8423,0.000364088,-0.0696118,-0.00578401,inf
HSPB8,other,True,65.0102,0,,,,
GEMIN6,other,True,81.8012,8423,0.00078256,-0.0773179,-0.000497786,inf
TMEM178A,other,False,0.0774882,0,,,,
POU4F1,other,False,4.582,0,,-0.223475,,
OBI1,other,True,26.117,8423,0.00027153,-0.0534803,-0.00851501,inf
CYSLTR2,other,False,0.310437,0,,,-0.0311958,
GRID2,other,False,0.0543486,0,,,,
ARL11,other,True,9.2039,8423,0.00424273,-0.144798,-0.0362746,inf
RIT2,other,False,0,0,,,,
SETBP1,other,True,5.78222,0,,,0.0194625,
ARL14EP,other,True,31.7457,8423,0.000127906,-0.0783304,-0.00243884,inf
EPG5,other,True,18.8519,0,,,-0.0148943,
PSTPIP2,other,True,20.3997,8423,-0.00122854,-0.116474,0.0407362,-inf
ATP5F1A,other,True,104.596,8423,0.000229009,-0.00082029,-0.00170351,inf
HAUS1,other,True,52.2972,8423,0.000874195,0.00169701,-0.00184672,inf
C18orf25,other,True,60.966,8423,0.00068435,-0.192154,-0.00129938,inf
SPC25,other,True,89.4259,8423,0.00113782,0.00657859,0.010018,0.140158
G6PC2,other,False,0,0,,,,
PDK1,other,True,173.478,8423,5.86898e-05,-0.102937,1.55761e-05,inf
PTH,other,False,0,0,,,,
PDE3B,other,True,67.4654,0,,,0.00793561,
TCF7L1,other,False,0.508536,0,,,,
TGOLN2,other,True,150.344,8423,0.00108051,-0.0511041,-0.0003773,inf
SH2D6,other,False,0.255905,0,,,,
KCNK13,other,False,0.0506807,0,,,,
UHMK1,other,True,163.48,8423,0.00063827,-0.0853171,-0.000393688,inf
ATG10,other,True,58.2087,8423,0.00104903,-0.0282908,-0.0125166,inf
POC5,other,True,9.46409,8423,0.00225602,-0.197026,-0.0181067,inf
SPOCK1,other,True,68.9419,0,,,,
FAM151B,other,False,4.30326,0,,,,
TADA1,other,True,6.69181,8423,0.00181099,-0.23844,-0.0159511,inf
GUCY1A2,other,False,0.036734,0,,,,
CWF19L2,other,True,56.1182,8423,0.0001413,-0.0552498,-0.00493633,inf
JMY,other,True,59.7901,8423,-0.000262673,-0.168623,0.00868714,-inf
HOMER1,other,True,52.661,8423,0.000866465,-0.0223558,-0.0062788,inf
XRCC4,other,True,51.9104,8423,0.000405435,-0.00808892,-0.007197,inf
BOLL,other,False,0.0022125,0,,,,
ZNF547,other,False,3.22941,0,,,-0.0959283,
ZNF773,other,False,0.177894,0,,,,
ZNF776,other,True,16.3731,0,,,-0.0250575,
ZNF256,other,True,9.7008,0,,,-0.0139822,
SUV39H2,other,True,31.2629,8423,0.00107769,-0.130438,0.000779404,inf
DCLRE1C,other,True,23.82,8423,-7.6533e-05,-0.0319511,-0.00794675,-inf
OLAH,other,False,0.00856124,0,,,-0.0800629,
RPP38,other,True,63.5828,8423,0.000556068,-0.0391407,-0.00444818,inf
NMT2,other,True,37.4842,8423,0.00346159,-0.221473,0.000972691,inf
ZSCAN1,other,False,0,0,,,,
ZNF837,other,False,2.36504,0,,,,
USP12,other,True,90.1125,8423,0.000667347,-0.0928099,0.00210193,inf
CCDC50,other,True,73.4476,8423,0.00147883,0.0040785,0.126936,0.0649945
CAMK4,other,True,119.812,0,,,0.00582468,
TRIM36,other,True,17.5452,0,,,,
ZFP36L2,other,True,168.992,8423,0.000374067,-0.0306699,0.0076845,inf
PAN3,other,True,54.5529,8423,0.000728784,-0.0935173,-0.00332153,inf
PLEKHH2,other,False,3.34176,0,,,-0.199918,
PFKM,other,True,93.4684,8423,0.00189157,-0.107292,-0.000360824,inf
TMEM123,other,True,359.302,8423,0.000357017,0.000662789,0.00201741,0.308748
GRIA4,other,False,0.0218528,0,,,,
SPEF2,other,True,15.8255,0,,,-0.0105604,
SPARCL1,other,False,0.233358,0,,,,
DSPP,other,False,0.011201,0,,,,
DMP1,other,False,0.00240514,0,,,,
MEPE,other,False,0,0,,,,
MBNL1,other,True,106.021,8423,0.00016857,0.00114927,-0.000690833,inf
CAPSL,other,False,0.53199,0,,,,
NADK2,other,True,57.1299,8423,0.000359676,-0.134908,-0.0129663,inf
GPD1L,other,True,29.9772,0,,,-0.00757039,
GJA1,other,True,24.5068,0,,,,
CCNO,other,True,8.32855,0,,,,
DDX4,other,False,0.0695681,0,,,-0.305062,
CLEC4F,other,False,0.0256627,0,,,,
SLC30A6,other,True,35.554,8423,0.000346801,-0.0653887,-0.00625915,inf
PELO,other,True,71.0572,8423,2.12084e-05,-0.0515253,-0.00107159,inf
RASGRP3,other,False,0.439053,0,,,-0.0254268,
SAR1B,other,True,65.4339,8423,0.000465521,0.00175744,-0.00247462,inf
CATSPER3,other,False,0.710986,0,,,-0.101327,
GPR180,other,True,36.0975,8423,0.000523638,-0.135545,-0.00233289,inf
TCTEX1D1,other,False,0.00462123,0,,,,
WDR78,other,False,2.81142,0,,,,
ANKRD22,other,False,3.31763,0,,,,
FARP1,other,True,22.5464,0,,,,
IFIT5,other,True,47.2748,0,,,-0.00122581,
SLC16A12,other,False,0.149342,0,,,,
PANK1,other,True,8.25665,0,,,-0.0583568,
PRDM8,other,False,2.22752,0,,,0.0305568,
BMP3,other,False,0.0031841,0,,,,
HNRNPDL,other,True,303.922,8423,0.000461509,0.00210462,-0.000559645,inf
HHEX,other,True,8.59481,8296,0.000215855,0.0023787,-0.369674,inf
UTRN,other,True,108.92,0,,,-0.000897049,
GRM1,other,False,1.53164,0,,,,
PTPRK,other,True,217.73,0,,,0.0389249,
GGPS1,other,True,60.5973,8423,0.000507427,-0.112339,-0.00597016,inf
CNTNAP4,other,False,0,0,,,,
ZNF117,other,True,20.2427,8423,0.00461105,-0.112559,-0.0486909,inf
RAB3C,other,False,0.0333496,0,,,,
LMNTD1,other,False,0.0533519,0,,,,
MARVELD2,other,True,12.7627,0,,,,
RAD17,other,True,60.9446,8423,0.000167115,-0.0657642,-0.00710888,inf
MED21,other,True,94.8691,8423,-0.000268813,-0.0679972,-0.00529298,-inf
PLOD2,other,True,75.1372,8296,0.00233484,-0.0699188,-0.270582,inf
STK32B,other,True,16.2971,0,,,,
NRSN1,other,False,0.00145322,0,,,,
JAKMIP1,other,True,17.7203,0,,,,
ZIC1,other,False,0.0348141,0,,,,
ADGRA3,other,True,79.1534,8423,-7.15972e-05,-0.203218,-0.0053542,-inf
CPB1,other,False,0,0,,,,
SREK1IP1,other,True,34.4147,8423,0.000763551,-0.053349,-0.00467678,inf
LGI2,other,False,0.054555,0,,,,
CWC27,other,True,89.9209,8423,0.000684634,0.00320407,-0.00308687,inf
SRP19,other,True,123.587,8423,0.000122593,0.00360262,-0.0016434,inf
